"sbd","van","ngoaingu","toan"
19799,7,4.75,2.5
19800,6,4,3
19801,7,4.25,4.5
19803,7.25,5.75,4
19804,7.5,5,4.75
19805,5.75,6.25,5.5
19806,6.5,4.5,2.75
19807,6,4,2.25
19808,5.5,5.25,3.75
19809,6.25,4.5,2
19812,6.5,7.25,4
19814,6,5,5
19815,7,5.5,4.25
19816,7.25,7,3.5
19817,5.75,5.5,3
19819,6.75,7.25,3.5
19821,4.75,6.25,3.5
19823,6.5,7.5,5
19824,7,9.5,7.5
19825,7,6.5,4.5
19826,6.25,5,5.5
19827,6.25,5,3
19828,7.75,7.5,4.5
19829,6,7.25,3.75
19830,7.25,7,3.5
19831,6.75,7.75,8.5
19832,5.75,5.25,4.25
19833,5.5,7,4
19835,5.75,4.25,2.75
19836,7.75,6.75,6.75
19837,6,4.5,7
19838,6.25,7.25,5
19839,7,4,4
19840,5.5,3.5,3.5
19841,7.25,9,7
19842,7.75,8.5,4.25
19845,6,4.75,3.75
19846,7,3.5,2.5
19847,6.5,5,4
19848,6.25,3.75,2.5
19850,6.5,4,1.75
19851,7.5,8.75,7
19852,6.5,4.5,4
19853,7.25,6.25,3.75
19854,6.5,6,4
19855,7.75,8,4.25
19856,8,9,6.75
19857,7.5,6.75,6
19858,6.75,4.25,4.5
19859,7.75,8,3.75
19860,7.5,6.25,4.25
19861,6.5,6.5,2.5
19862,7.75,8.25,5.25
19863,6.75,3.5,2.75
19864,6.25,4.75,2
19865,6.75,4.75,2
19866,6.75,7.25,5.75
19867,8,7.75,5
19868,6.75,8,7
19869,6.25,7.75,4.75
19870,7.25,8.75,6
19873,6.5,6.5,3.5
19874,6,6.25,6
19875,5,3.25,4
19877,5.25,5.5,1.75
19878,6.5,2.25,3.25
19879,5.25,7,2.75
19880,6.5,7.25,5.75
19881,6.75,6,2.5
19882,5.5,5.25,1.5
19883,6.25,7,3.5
19886,6.75,5,4
19887,6.25,6,4
19889,6.5,1.75,3
19890,6,7,6.25
19891,7.5,8.5,6.25
19892,5.75,5,1
19893,7.5,7.5,6.5
19894,7,7.5,3.75
19895,5.25,5.75,4.25
19897,7.5,6.25,4
19898,7.25,9.25,5
19899,6.75,7.75,6
19900,6.5,7.5,4.25
19901,7.75,7.5,4.75
19902,6,2.75,3.25
19903,8,7.5,6.5
19904,7,7.75,4.75
19905,6.25,6.75,3.5
19906,7.25,6.5,7.25
19907,6.75,3.25,2.75
19908,8.25,9,7.25
19909,6.75,4.25,6
19911,7,6.25,4.25
19912,7.5,7.5,4.25
19913,6.5,7,4.5
19914,7.5,5.5,3
19918,6.5,7.25,7.75
19919,7,7.25,4.75
19920,5.25,7.5,1.5
19921,5,3.75,3.25
19922,5,4.75,3.75
19923,7,6.5,4.25
19924,8.25,7.25,5.25
19925,6,5,3.25
19926,6.25,7,3.75
19928,7.5,4.5,5.75
19929,7,8.25,4
19930,5.75,3.75,6.5
19931,7.5,7,4.75
19932,7.5,5.75,5
19933,6.75,6.75,5.5
19934,5.75,5.25,4.5
19935,6.75,4.5,3.75
19936,6,4.5,3.75
19937,7.25,4.5,5
19939,7.25,8.75,4.75
19941,7.5,5.5,2.5
19942,7,6.25,3.25
19943,7.5,4,3.75
19944,7.25,6.75,4
19945,8.5,8.5,7
19946,5.25,2.75,3
19947,6,3.5,4.75
19950,5.75,3.5,4.25
19951,7.25,7,3.75
19952,6.75,5,4
19953,6.25,3.5,2.75
19954,8,7.75,5
19955,6.25,7.5,5
19956,4.5,7.5,1.75
19957,5.25,2.5,6.25
19958,6,3.25,3
19959,7,8,7
19960,7.75,4.5,4.5
19961,7.25,7.25,2.5
19962,9,5,2.75
19963,5.25,2.25,4.5
19964,7.25,3.5,3.75
19967,6,2.25,4
19970,5.25,3,4.5
19971,5.5,4,2
19972,7.75,6.25,3.75
19973,5.75,6,2.75
19974,6.25,6.5,5.5
19976,6.25,5.5,4.75
19977,6.5,4.5,3.5
19978,7,7.5,4.75
19979,4.25,3.75,3.25
19980,6.75,7.25,7.25
19981,5.5,2.75,4.25
19983,6,4,3
19985,5.25,3.75,2.75
19986,4.5,3.5,3
19987,6.25,4.5,4.5
19988,6,5.5,3
19989,6.25,3.5,3.75
19990,6.25,5.5,2.75
19992,7,8.75,4.75
19993,6.5,4.25,3.75
19994,6,4.5,3.5
19995,6,6.75,2.5
19996,7,4,4.25
19997,8,7.75,5.5
19998,7.5,3,2.75
19999,7.25,8,3.5
20000,8.25,8,7.25
20001,6,4.5,2
20002,8.5,8.25,6.75
20004,7.75,7.5,2.5
20005,6.5,7,5.5
20006,6.5,4.25,6
20007,8.5,8.5,8.5
20008,7.5,8.75,4.25
20010,7.5,4.25,3.5
20011,7.25,2.25,4.75
20012,5.75,2.5,3.75
20013,6.5,5.25,4.5
20014,6.5,4,2.25
20015,7.25,5.75,2.75
20016,5.75,5.5,4.5
20017,5.25,5.25,4.75
20018,6.75,8.25,4.25
20019,5.25,2.5,4
20020,7,7.75,4
20021,7.25,5.5,5.75
20022,6,2.75,2.75
20023,6.25,5,4.75
20024,5.25,4.75,2
20025,6,8.5,5
20027,6.5,8.5,5.25
20028,6.25,3.75,3.25
20029,7.75,9.25,6.5
20030,5.75,4,2.75
20032,7.5,4,2.75
20034,6.75,7,4.75
20035,6.75,4,0.75
20037,6.75,8,3.25
20038,5.25,4.5,5
20039,7.5,8.5,5.25
20041,7.5,7.5,5
20042,7,7.25,5.5
20043,7.75,5.5,4.75
20044,6.5,3,4
20045,7.25,5.75,3.75
20046,7.5,3.25,3.75
20047,7.75,7.25,5.75
20048,8,7.5,5.5
20049,6.75,5.75,4.25
20050,7.25,7,5.25
20051,6.5,3.75,2
20052,7,5.5,4.25
20053,6.5,5,5.75
20054,7.25,9.25,4.25
20055,4.5,2.5,4.5
20056,6.75,7,3
20057,6.25,4.5,3.5
20058,8,8.25,5.25
20059,7.25,9.75,4.75
20060,6.25,6.5,5
20061,6.25,3.5,3.5
20062,8.75,8.25,5.75
20063,6.75,8,4
20064,7.75,8.25,4
20065,7.75,9,7.5
20066,8.75,9,8
20067,8.5,8,6.25
20068,6.5,5.75,5
20069,4.75,3,4.25
20070,6.75,3.75,2.75
20071,7.5,8.5,6
20072,7.5,3.5,5
20073,7.5,7,5.25
20075,6.5,4.25,4.25
20076,7.75,9.25,5
20078,7,9.25,6.25
20079,8,4.5,4.75
20080,6,5.25,4.25
20081,6.25,3.25,5.75
20082,6.75,7.25,4.25
20083,5.25,4.75,4
20084,8,3.25,2.5
20085,6.75,6.75,4.75
20086,6.75,7,3.75
20087,8,7.75,5.25
20088,7.5,7,6
20089,6.75,3,3.25
20090,7.5,9.5,6.25
20091,6.25,3.75,2.25
20092,7.75,8.5,4.75
20094,7.5,9,7
20095,8,7.75,5.25
20096,7.75,7.25,4.75
20097,7.75,8.75,7.25
20098,6,5.25,4.25
20099,5.25,5.75,4.5
20100,6.75,6.75,5
20101,7.25,5,4.5
20102,5.5,6.75,3
20103,6.25,4.75,1.25
20104,8,6.25,7.5
20105,7.75,6,3.75
20106,7.25,8.25,5.5
20107,7,4,6.25
20108,8,9.25,5
20109,8,5.25,6.25
20110,6.75,7.5,6
20111,7,3.75,3.5
20112,6.5,8,4.25
20113,4,4,4.75
20114,6.75,8.25,4
20116,5,6,2.25
20117,7,7.75,5.75
20118,5.5,3.25,3.25
20119,5.75,4.25,4
20120,7,6.75,6.25
20121,7.25,7,7.5
20122,8.25,9.25,7.25
20123,6.75,9.25,5
20124,4.75,7.75,4.5
20125,6.75,8,6.75
20126,4.75,5.75,6
20127,6.75,7.25,5
20128,6.75,7,4.5
20129,7.25,6.25,4.75
20130,6.75,9,2.75
20131,4.5,8.75,3.25
20132,5.5,6.75,2.75
20134,6,5.25,3.75
20135,5.25,5.25,3.25
20137,7.5,4.5,3
20138,5.5,4,5.25
20140,5.75,6.25,4.25
20141,6.75,4.5,1.25
20142,7.5,7,5.5
20143,6.5,7,6
20144,6.5,5.75,4.75
20145,5.75,7.75,4.5
20146,7.25,6.25,2.5
20147,7.5,9.5,8.25
20148,7.5,5.75,7.25
20149,7,7.25,7.5
20150,7.25,7,5.25
20151,8,6.75,7
20152,7.5,7.25,5.5
20153,7.75,8.5,7
20154,6,8,6.25
20155,7.25,5.5,5.5
20156,5.25,5.5,2
20157,7,7.5,5.75
20158,5,2.5,4
20159,7.5,8.25,7.25
20160,7.25,5.75,5.25
20161,7.25,5.25,4.75
20162,5.25,5,3.75
20163,6,4.75,5
20164,6,6.25,5.75
20165,5.25,5,4
20166,7,8,5.5
20167,5.75,8.25,5
20168,5.75,6.25,2.75
20169,6.25,4.5,5
20170,5.75,3.5,3
20171,5,6,2.25
20172,4.75,4.25,4
20173,5.75,3.5,4.25
20174,5,5.75,2.75
20176,7.25,8.5,5
20177,4.25,7.25,3.5
20178,7,4.25,4.5
20179,6.5,3,3.25
20180,6.75,2.25,4
20182,7,6.25,2.25
20183,6,5.75,3.5
20184,8.75,9.75,7
20185,6.75,8.25,7
20186,5.75,5.25,1.5
20187,7,6.75,8.25
20188,7.25,9.75,6
20189,6.5,4.25,6
20191,7.5,6.5,6.5
20192,5.5,4.5,1.75
20193,6.5,6.75,5.5
20194,6.5,6.75,4.75
20195,8,5.5,3.75
20196,7.25,7,6.25
20197,7.5,7.25,3
20198,8,8.75,8
20199,6.5,6.25,2.75
20200,7.5,7.25,5
20202,5.75,6,2.75
20203,4.25,4.25,3.25
20205,7.25,7.5,4.75
20206,7,6.5,5
20207,7.75,9.75,5
20208,6,5,4.25
20209,7,7.75,7
20210,7,7.5,4
20211,7.5,8,6.5
20212,5.25,3.75,3.25
20213,8.5,8.25,5.25
20214,7.25,7.5,7
20215,7.25,5.5,4.75
20216,6.75,6.5,4.25
20217,7,7.25,6.5
20219,6.5,4,3
20220,4.5,4.75,1.75
20221,7,3.75,4
20222,4.75,10,4.25
20223,6.5,4.75,2
20224,7.5,8.5,4.5
20225,6.25,3.25,3.5
20226,5,2.5,4.25
20227,4.75,3.75,3.25
20230,6.25,8.25,8.75
20231,5,5,3.75
20232,5.5,7.25,4.25
20234,6.5,6,7.25
20235,6,4.5,2.5
20236,5,8.25,6
20237,5.25,8.75,5
20238,7.25,9,5.5
20239,6.5,8.5,3.5
20240,6.5,7.5,6.75
20241,6.5,8.75,2.25
20242,5.5,7.5,6.75
20243,5,5.75,4
20244,5.25,4.5,3.75
20245,5.25,8.5,6.25
20246,5.75,5.75,4
20247,7,8.5,4.25
20248,6.75,7,5.25
20249,3.75,4.5,2.75
20250,5.75,5,1.5
20251,7,7.75,6
20252,7.25,8.75,5.75
20253,6.75,9.25,6.75
20254,8,9.75,5.25
20255,5,7.5,1.75
20256,4,4.5,3.5
20257,6.5,6,5.25
20258,6.75,8.25,4.75
20259,7,7.5,5
20260,7.75,7.25,7
20261,6.75,5.25,5.75
20262,7.25,6.75,7
20263,6,2.75,3.75
20264,6.5,6.25,6.5
20265,5,3,3.25
20266,5,3.75,5
20267,7.75,9,7.25
20268,6,6,5.25
20269,9.25,9.5,5.25
20270,3,7.75,3.5
20271,8,8.5,7
20272,7.75,8,7
20273,7,7,4.25
20274,8.25,7.5,6.5
20275,7.25,9,7.25
20276,7.25,6,5
20277,7.25,6.5,4.5
20278,6.5,6,5
20279,6.75,5.25,3.25
20280,6.5,4.25,3
20281,7.75,8.75,6.75
20282,7,5.75,4.75
20283,7.5,6.25,8
20284,6.5,6.25,4.75
20285,6.75,7.5,5
20286,4.5,5.25,1.75
20287,6,7.25,5
20288,4.5,5,5.5
20289,8,8.75,5.25
20290,8,6.75,5.25
20291,6.75,5,4
20292,6.25,7,5.5
20293,6.25,2,5.75
20295,7.5,5.5,4.75
20297,6,5.5,3.75
20298,7.5,7.5,7
20299,6.25,5.75,5
20300,6.25,2.75,4
20301,7.75,9.75,6.75
20302,5.25,9.25,7
20303,7.75,6,4.75
20304,8.5,8,3.5
20305,8,6.75,3.5
20306,7.5,3.5,3.75
20307,6.5,3.5,5.5
20308,6.75,3.25,4
20309,7.25,5.75,3.75
20310,5.25,5.25,2.25
20311,6.5,8.5,1.5
20312,5.75,5.25,3.75
20313,7.5,7.5,3.5
20314,6.75,3.5,3
20315,6.5,6.5,3
20316,7,8.75,7.25
20317,6,6.5,4.25
20319,5,4.5,3.75
20320,6.5,4.75,6.25
20321,7,6.25,4.5
20322,5.75,6.25,5.5
20323,6.25,3,2
20324,6.75,5.75,5.75
20325,5.5,5,4.25
20327,7,8.25,6.25
20328,7,7,5
20329,7,8.25,6.5
20330,6.25,4.5,4.75
20331,5.5,6,4
20332,8,8,5
20333,7.75,8,4.5
20334,7.75,6.25,4.75
20335,4,6.25,2.75
20337,5.5,3.5,2.25
20338,7.25,7.5,6.5
20339,7.25,5.75,4.25
20340,5.5,4.75,5
20341,6.75,4.75,4
20342,5.25,7.75,3
20343,7.75,7,5
20344,6.25,5.75,5
20345,8,3.5,4.75
20346,7.25,5,5.75
20347,6,5,7.25
20348,6.75,8.25,5.75
20349,7.5,8.75,7.25
20350,8.25,9.25,6
20351,7.25,5.25,4.25
20352,7.25,5.5,6
20353,7.5,8.5,5.25
20354,6.25,3,5.75
20355,7,8,7.25
20356,7,8.5,5
20357,6.25,5.25,5.75
20358,7.5,8.75,4.75
20359,6.75,8.25,6.75
20360,5.25,4,4.75
20361,7,9,6
20362,7.5,8.25,4.5
20363,6,6.5,4.75
20364,6.5,6.25,6
20365,6,4.75,3.75
20366,5.5,4.75,4.25
20367,7.5,5.25,5.25
20368,6.75,2.25,3
20369,7.5,8,6.5
20370,6.75,8.25,5
20371,7,5.25,3
20372,6.5,4.25,3.75
20373,8.75,7.25,4
20374,7.5,7.25,3.25
20376,4.75,3.75,4
20377,7.25,9.5,7.25
20378,7.5,7.25,5
20379,8.25,8.75,6.25
20380,7.25,4.25,4.75
20381,6.75,3.75,4
20382,8.75,4.25,3.25
20383,7.25,5.75,3.25
20384,7.5,5.75,7
20385,5.5,3.75,3.5
20386,7.75,7,5.75
20387,6.5,8.75,3.75
20388,8.25,6,4.75
20389,5.75,7,4.25
20390,7.5,6.25,6
20391,7.75,4.75,5
20392,8.5,4,3.75
20393,8,8,7.25
20394,6,8.25,6.75
20395,6,5,2.75
20397,6.5,4.5,6
20398,6.25,7.75,3.5
20399,6.5,8,6
20400,6.75,9.5,5
20401,7.25,9,6.25
20402,8,6.25,5
20403,8,6.75,5
20404,8.25,9.5,8
20405,7,8,6
20407,5.5,7.5,3.75
20408,6.5,6,5.25
20409,8,9.5,7.75
20410,5.75,3.75,1.75
20412,5.75,8.25,5.5
20413,8,8,7.25
20414,7.5,6.5,5
20415,6,7.75,5.25
20416,6.25,8.75,6.25
20417,6.5,4.25,4.25
20418,6.25,7.75,4.75
20419,7,8.5,6
20420,5.25,5.75,3.5
20421,5.5,1,5
20422,7.5,7.25,6.5
20423,6.5,5,4.25
20424,7,4.25,4
20425,6.75,8,7
20426,6,7,5.5
20427,6.5,9.75,6.25
20428,5.25,5.75,5
20429,4.75,6.25,5
20430,6.75,7,4.5
20431,5.25,4.25,4
20432,6.25,5.75,4
20433,6.25,8.25,6.5
20434,5.75,5,7
20435,6.25,8.25,4.25
20436,7,7.5,4.5
20438,6.25,8,6
20439,6,8,4.5
20440,6.75,9.25,8
20441,6.75,6.5,6.25
20442,5.5,8.5,5.5
20444,7.5,8.75,5.25
20445,7.25,6.75,5.25
20446,7.25,6.75,3.5
20447,6.25,4,5.25
20448,7.25,8.25,6.75
20449,5.5,4.75,2.25
20450,5.75,6.25,2.75
20451,7,7.5,4.75
20452,4.5,3,3.75
20453,6.5,3.75,3
20454,7.75,4.5,5
20455,7.5,3.25,6
20456,6.25,8,7.25
20457,3.75,2.75,4.75
20459,6.25,9.75,7.25
20460,8,7.5,5.75
20461,6,4.75,3.75
20462,5.5,6.75,0.5
20465,6.75,7.25,7.25
20466,6.75,6,6
20467,5.5,2.5,4
20468,8,7.75,7
20469,5.75,8,4
20470,4.75,7.75,4.5
20471,5,5.5,5.25
20472,6.75,7,6
20473,6.75,3.75,3.25
20474,8.75,8,6.5
20475,8.75,7.75,6.5
20476,6,3.5,2.5
20477,8.25,7.75,6.75
20478,6.25,6.75,3.75
20479,8.75,9.5,7
20480,8.75,8.25,6.25
20482,7.25,8,5.75
20483,7.75,7.5,4
20484,7,7.5,5
20485,8.75,9.25,6.25
20486,7,6.75,5.25
20487,8,8.5,4.75
20488,6,5,3
20489,6.75,5,4.5
20490,6.5,5,4.75
20491,6,6.25,4
20492,6.25,6.25,2.5
20493,5.75,9.25,5.5
20494,6.75,7.5,4.75
20495,7.5,7.25,5.75
20496,3.75,6.5,3.5
20497,5.25,8,7.25
20498,7,7.75,4.25
20499,5,5,2
20500,6,7,3
20501,5.25,6.25,3.25
20502,8.5,6.5,4.25
20503,5.75,8.25,6
20504,6,5.5,5.75
20505,6.25,8,7.25
20506,6,3.5,4.5
20507,4.5,6.25,4.75
20508,5.75,6.25,5
20509,4.25,4.75,3.25
20510,5.75,6.75,3.25
20511,4,5.25,1.75
20512,4.75,6.25,4.25
20513,5,3,6.5
20514,6.25,8.5,6.75
20515,6.5,7.5,7
20516,6.75,6.5,5.5
20517,6,6.75,5.25
20518,6.75,7.25,4.25
20519,7.75,7.75,6.25
20520,6.5,6.25,4.75
20521,8.75,6.75,5.5
20522,8.5,10,7.75
20523,8,9.5,5.25
20524,5.75,5.75,4
20525,8,7.25,5.75
20526,6.25,8.75,3.75
20527,6,7,5.25
20528,7,7.25,6
20529,7.75,9,7
20531,6.75,9.25,6.5
20532,6.75,7,6.5
20533,7.75,8.25,8.5
20534,5.25,4.5,4.5
20535,6.5,5.5,4
20537,5.25,5.25,3
20538,7,3.25,3
20539,7.5,8,6
20540,6.5,8.75,8
20541,6.75,8,4
20542,6,6,3.75
20543,6,5.75,6
20544,6.5,3.75,4
20545,7,8.25,4.5
20546,6.75,4,4.75
20547,7.5,5.75,4.25
20548,7,8,3.5
20549,7.5,8.25,4.5
20550,7,8.25,3
20551,6.5,6.5,4.75
20552,8,5,3.75
20553,5.75,5.5,3.75
20554,7.25,5.25,4
20555,8.75,8.25,5.25
20556,7.75,6,4.75
20557,6.75,7.25,4
20558,6.75,6.25,4.5
20559,6.75,4.25,3.5
20560,7.75,7.75,7
20561,6.5,4,5
20562,7,3.25,3.75
20563,6.5,4.5,3.75
20565,6.5,6,3.75
20566,7.75,4,3.25
20568,6,5,4
20569,6.75,4.75,4
20570,8.25,8,4.25
20571,7,5.5,4.25
20572,7.75,6.25,4.75
20573,5.75,3.25,2.75
20574,5.75,6.5,3.5
20575,5.25,6,3.75
20576,7.5,8.25,4.75
20577,7.25,6.5,4.5
20578,6,4.75,4.25
20579,6.5,4,2.75
20580,6.5,7.75,7
20581,7.75,6.75,7
20582,7.25,7.75,7
20583,7.75,8.25,5.75
20584,7.25,2.75,3.25
20585,7,9,4.25
20586,6.75,8,5.5
20587,7,7,6.25
20588,6.75,6.5,4.75
20590,4.75,7.75,4.5
20591,7.25,5.5,5.5
20592,6,3.5,4.75
20593,6.75,8.5,7.25
20594,6.5,6.25,3.75
20595,7.5,6.5,3.25
20596,7,6.75,6.75
20597,7,4.75,3.5
20598,7.25,4.75,4.25
20599,6.75,4.75,3.75
20600,7.25,7,5
20601,7.5,5.75,6.25
20602,5.75,6,5
20603,6.25,4,2.25
20604,7.75,7.75,5.5
20605,6.25,5.25,3.25
20607,6.75,7.5,7.25
20608,6.5,8.75,8
20609,6.25,8.5,6.75
20610,7.5,3.5,4
20611,7.75,7,7
20612,5.75,3.5,3.25
20613,8,9,8.5
20614,6,4.25,2.75
20615,6,7.25,5.25
20616,7.5,4.25,4.25
20617,6.5,7.75,8.25
20618,7.5,7.5,7.75
20619,7,8.5,5.5
20620,8.25,6.5,5.75
20621,8,6.75,5.75
20623,8,7.75,6.25
20624,7.25,5,3.25
20625,7.75,6,4.5
20626,8,8.5,8.75
20627,6.25,3.5,2.5
20628,7,8.5,3.5
20629,6.75,3.5,4.25
20630,8.25,7.25,3.75
20631,6,3.5,1.75
20632,7.5,6.75,5
20633,7.75,7.25,5.25
20635,6.75,6.75,5.5
20636,7.5,7.5,3.25
20637,6.5,4.25,2.5
20638,6.25,7.75,3.75
20639,8.25,7.5,2.5
20640,7.25,4,4.5
20641,8.25,9.75,6.5
20642,7,7.5,6.5
20643,6.5,3.5,3
20645,6.25,2,3.75
20646,6.25,4.75,4.25
20647,7.25,7,5.75
20648,6.5,8,7
20650,7.25,7.75,5
20651,5.75,2.75,4.75
20652,8,7,6.5
20653,6.5,7.25,4.75
20654,8,6.25,5.5
20655,7.25,5,3
20656,6,1.5,3.75
20657,7,4.75,3.25
20658,5.25,3.25,3.75
20660,7,6,4.5
20661,5.75,4,3.75
20662,6.5,3.75,2.75
20664,6,7.5,4.75
20665,6.75,5.75,3
20666,7.5,8,4
20667,6.5,5.25,3.5
20668,7.5,5.25,7
20669,7.5,8,3.75
20670,5.75,7.25,5.5
20671,7.75,9.75,6.25
20672,7.5,5.25,4.5
20673,7,2.75,2
20674,7,6.5,4.75
20675,6.75,4.25,7
20676,7.5,4,2.5
20677,6,3.5,2
20678,6.5,3.75,5
20679,7.5,9.25,8.25
20680,7.75,8.5,6.25
20681,6.75,2.75,1.75
20682,6,6.75,5
20684,5.75,3.25,2
20686,6,4.25,5
20687,5.5,3.75,1.75
20688,6.25,9,6.75
20690,7.75,5.5,4.75
20691,6.25,4,3
20692,6.25,9.25,4.5
20694,6.25,5.5,1.75
20695,7.25,6.75,4.25
20697,5,2.75,5
20698,4.75,5.5,3.75
20699,7.25,6.25,5.5
20701,7.25,8,5.75
20703,7,3.75,3
20704,6.75,8.25,6.75
20705,6,6.75,4.25
20706,7.25,4.75,3.75
20707,7,4.75,2.25
20708,8,6.5,5
20709,7.5,8.75,8
20710,6.75,3.25,4.5
20711,6.5,3.5,4.75
20712,7,5.75,2.75
20713,7,5.5,4.5
20714,6.75,5.75,1.75
20715,7,6,4.25
20716,8,6.75,4.75
20717,7,6.5,6.25
20718,8,7.75,7
20719,6.5,4,6.5
20720,6.75,4.75,4.75
20721,5.5,2.75,4.75
20722,7,7.25,6
20723,7.5,9.5,6
20724,7.75,6.75,2.75
20725,3.5,6.25,2
20726,7.5,7.25,4.5
20727,6.25,5,2.5
20728,7.25,7.25,3
20729,8.5,7.5,7.25
20730,5.25,5,2
20731,7,4.25,1.75
20732,6.5,3,4.5
20733,8.5,8.5,6.25
20734,6.75,8.25,4.5
20735,5,5,4
20736,7,8.25,7.75
20737,7.5,8,4
20738,7.5,8.25,7.5
20739,6.25,5,4.75
20740,8,6.5,6
20742,5,5.25,1
20743,7.25,7,7
20744,6.75,8.5,6.25
20745,5.75,5,5.25
20746,7.75,5.5,5.75
20747,6.75,7.25,5.5
20748,4.5,4.5,4
20749,7,9.25,7.5
20750,6.25,3.75,4.5
20751,6.25,9.25,7.25
20752,6.25,4.5,5.75
20753,7,4,3.75
20754,5.25,5.75,4.75
20755,6.5,5.75,5
20756,6.25,2.25,3.5
20757,7.75,5.25,4.75
20758,6,6.5,4
20761,7.5,7.5,6.5
20762,7.5,7.25,1.5
20763,6.25,4.75,3.75
20764,6.25,3.75,4.5
20765,6.5,4.5,3.75
20766,3.5,4.25,3.75
20767,6.5,6,7.25
20768,7,8,7
20769,6.5,4.5,4.25
20770,8.25,9.25,5.25
20771,7,7.5,5.5
20772,6.75,2.25,2.75
20773,8.25,6.25,5
20774,6.25,4,3.25
20775,8.25,8.25,6.75
20776,7.75,8.75,4.75
20779,6.25,2.75,3.25
20780,7.5,3.5,6.75
20781,5.5,3.25,3
20782,7.5,3.5,2
20783,6.5,4.75,7
20784,7.25,7.75,3.75
20785,7.75,8.25,3
20786,6.5,8.25,5.25
20787,6.5,5.75,3.5
20788,6.5,4.5,2.5
20789,7.5,7.25,6.75
20790,7,3,4.75
20791,8,6.25,4.5
20792,5.75,3.25,3.75
20793,6.75,4,4.5
20794,8.25,7.5,5.75
20795,7.5,3,2.5
20796,7.75,7.75,4
20797,7.25,5.75,6.5
20798,7.5,2.75,2.5
20799,8.5,8.5,4.75
20800,5.25,6,5
20801,8,8.75,7.75
20802,7.5,7,7.25
20803,7,4,4.75
20804,5.5,5.75,0.75
20805,7.75,7.75,6
20806,7.75,4.75,5
20808,7.25,8.25,6
20809,6.25,7.25,6.5
20810,6.75,7.25,2.75
20811,5.5,5,4
20812,7.5,4.75,3.75
20813,7.25,5.75,4.5
20814,8.25,9,4
20817,6.75,9.25,7
20818,7.75,6,2.75
20820,7,8.75,6.75
20821,6.75,3.75,3.75
20822,4,6.25,5.5
20823,5.25,6,4.75
20824,7.25,8.75,6.25
20825,6.25,7.25,5.75
20826,8.25,9.5,6.5
20828,8.25,6.5,4.5
20829,6.75,7,4.75
20830,7.75,3,5.5
20831,8.75,8.75,5.25
20833,8.5,8.25,5.75
20834,7.75,8.5,5.75
20835,7,4.25,2.75
20836,7.75,4.75,4.25
20837,7.75,4.5,4.5
20838,7,5.25,0.75
20839,8.25,7.75,3.25
20840,6.75,9,4.5
20841,5.75,8.25,3.25
20842,7,7.25,4
20844,6.5,7.5,5
20845,5.5,3.75,2.5
20846,8.5,4.75,5.5
20847,8.25,2.75,5.25
20848,8.5,7.75,5.25
20849,6,9,5
20850,7.25,7.75,6
20851,7.25,9.75,6
20853,5.75,7.25,6.25
20854,7.25,5.75,5.75
20856,4.5,2.5,5
20857,6.75,5.5,5
20858,7.5,8.75,5.25
20859,5.5,7,4.75
20860,5.75,7.5,2.5
20861,6.5,4.5,4.75
20862,7.75,9,7.25
20864,7.25,7.25,6.75
20865,5.75,4.75,5
20866,6.25,6.5,2.5
20867,7.5,8.75,5.5
20868,7,4.25,2.75
20869,6.25,7.25,3.25
20870,6.25,6.5,5
20871,7.5,6.25,5.25
20872,7.75,8.5,5.5
20873,7.5,7.75,5.75
20874,7,4.5,0.5
20875,5.5,3,4.25
20876,5.25,7.5,5.75
20877,6.5,7.5,6
20878,8.5,4.75,4.5
20879,6.25,7.25,2.75
20880,7,4,5
20881,8.25,8.25,2.75
20882,7.25,5.25,4.25
20883,8,8.5,6
20884,7.5,5.5,4.75
20885,6.75,4.5,5
20886,6,4.75,4.5
20887,5.5,6.5,4.75
20889,6,6.5,4.5
20890,6.75,3.25,4.75
20891,6.25,3.25,4
20892,6.75,6.25,3.75
20893,5.5,4.5,4
20894,6.25,3.75,3.25
20895,7.25,8.5,4.75
20896,6.5,3.75,3
20897,6.75,6.25,8
20898,6.75,6.5,1.75
20899,7.75,5.25,6
20900,7,3.5,3
20901,6.25,5.5,4.5
20902,5,3.25,4.75
20903,7,9.25,6.25
20904,7,6.25,4.5
20905,5.75,6,5
20906,6.25,5.5,4.25
20907,6.25,8.5,7.5
20909,6.25,6.75,3.25
20910,6.75,7,6
20911,6.5,4.75,1
20912,7,7.25,5.25
20913,6.75,8.75,4.5
20914,4.5,4.25,4.75
20915,7,9.5,5.5
20916,7,8.5,3.75
20917,7.25,8.75,7.5
20918,6.75,6.5,7.25
20919,5.5,9,5
20920,5.75,3,3.5
20921,5.5,5.5,1.75
20922,6,5.5,4.75
20923,7,5,3
20924,7,10,5
20925,7.25,7.5,7.25
20927,5,3,4
20928,7.75,8,7.25
20929,6,2.5,2.75
20930,6.75,6.75,3.75
20931,7.25,5.25,2.75
20932,7.25,7.25,4.75
20933,7.75,6.75,4.75
20934,6.5,2.75,5
20936,6,4,5.5
20937,5.75,4.25,2.75
20938,7.75,5.5,5.25
20939,7.25,6.75,3.75
20940,7,4,3.75
20941,4.75,4.5,2.25
20942,8,8.25,5.25
20943,8,9,7
20944,6.5,2,3.25
20946,6.25,6,2
20947,4.5,4,5.5
20948,7.75,7.75,6
20949,8,5.75,5
20950,6.75,3.75,1.5
