"sbd","van","ngoaingu","toan","chuyen"
93446,6.75,7,6.25,3.75
93447,8.25,8.25,7.25,2.25
93448,7.75,9,7,1.75
93449,6,8,5.5,1.75
93450,6.25,8,8.5,5.25
93452,7.75,9.5,8.75,8.5
93453,8,7,8.5,6.25
93454,7.25,9,7,5.75
93455,7.25,8.75,6.25,4.75
93456,7.5,9.25,7.75,4
93457,8.25,9,7.25,2
93458,8,8.5,8,9.75
93459,7.5,6,8,5
93460,7.75,7.5,8.5,4.25
93461,7.5,8.5,5.75,2.25
93462,6.5,7.75,7.75,4.25
93463,6.5,8.5,6.5,6.75
93464,7,6.75,7,7
93466,7.75,6,8,6
93467,8,9,8.25,7
93468,6.25,9,8.25,4.75
93469,7.25,6,7,3.5
93470,7.75,8.25,8.5,4.75
93472,7.25,9.5,7.5,6
93473,7.75,7.75,8.5,6.75
93474,7.25,8.5,7.75,5
93475,7.25,8.75,6.25,2.75
93476,8,9.75,8.25,6.75
93477,7.5,10,8.25,7.5
93478,7.75,9.5,8.5,7.25
93479,7.75,8.75,5.75,4.5
93480,8,9.25,7.5,5.5
93481,8.25,8.25,7.5,5.25
93482,8,9.25,8.5,4
93483,7.25,8.75,7.25,5
93484,8,9.25,7.5,4.25
93485,8,7.75,8.25,4
93486,7.5,8,4.5,4.25
93487,7,7.75,5.5,3.75
93488,7.75,9.25,7.75,5
93491,7,8,6.75,4.75
93492,8,9.75,10,5.5
93493,7.5,8.75,9.25,8
93494,7.25,8.75,6,4.5
93495,7.5,9.75,8,6
93496,7.75,7.75,6.75,7.25
93497,8.25,9.5,7.5,3
93498,8.75,9.25,8.25,7.25
93499,7.5,7.5,8,7.75
93500,8.5,9.5,8.75,6
93501,8,9.25,8.25,7.5
93502,7.5,10,8.25,7.5
93503,6.75,7.75,5,2
93504,7.25,9.75,7,4.75
93505,7.25,8.5,7.75,4.75
93506,8.25,9.5,7.75,7.25
93507,7.75,8.25,7,5.25
93508,6.75,6,6.5,7
93509,8.5,8,8.25,3.25
93510,8,9.75,7.5,4.5
93511,8,9,8.75,7.75
93512,8.25,9.5,8,6
93513,7.5,6,5,3
93514,6.5,6.75,6.75,3
93515,6.5,8.5,7.5,4.5
93516,8,9.75,8.75,6.5
93517,7,8.5,6.75,5
93518,5.25,7.5,4.25,3.25
93519,8,7.75,8.5,1
93520,7,8.75,7,9.25
93521,8.5,9,6.5,5.5
93522,7.75,9.5,8,5.5
93523,8.5,8.75,7.25,6.5
93524,8.75,10,8.25,6.5
93525,8.25,9.5,5.5,3.75
93526,8.25,10,7,8
93527,8,6,7.25,1.75
93528,7.25,8,7.75,6.5
93529,8,9,7,4.25
93530,7,6,7.5,8
93531,7.25,8.25,7.25,6
93532,8,9.5,8.25,3.5
93533,6.75,7.25,7,1.75
93534,8.5,9,8.75,5.5
93535,7.75,9.25,8.25,3
93536,7.75,7.25,7,7
93537,7.5,8.5,8,6.75
93538,8.5,8.25,7.75,6.5
93539,8,8.25,6,5.5
93540,8,9,7.75,5.5
93542,7.5,7.25,6.25,1.5
93543,7.5,9.5,8.75,5.5
93544,8,8.75,9,7.25
93545,8.75,9.25,7,4
93546,7.5,9,6.5,2.25
93547,8,7.5,7.25,6.5
93548,6.5,7,5.75,4.25
93549,6.25,6.75,8.5,5.5
93550,7.25,8.5,7.25,6.75
93551,8.5,9.25,8.75,7.25
93552,7.75,8,7.5,1.75
93553,8,8.75,8.5,6.5
93554,7.5,7.5,7.25,2.25
93555,8,8.75,8.5,8
93556,5.75,7,3.75,2.5
93557,8.75,10,8.25,7.5
93558,8,8.75,6,1.75
93559,6.25,7.75,7,3
93560,8,8.25,7.75,3.5
93561,8.5,9,8.5,5
93562,8.25,5.25,7,4.75
93563,8,8.75,7.75,6
93564,8.75,10,5.25,3.25
93565,9,9.75,7.75,7.5
93566,7,9,7,2.5
93567,7.75,9.75,6.5,7.5
93568,7.75,8.5,7.25,5.75
93569,8,8,6.5,2.5
93570,8,8.25,7.25,4.25
93571,7,10,8,7.25
93572,7.25,7.5,6.5,2.25
93573,7.5,8.75,7.25,6.75
93574,7.25,8.25,8.25,4.75
93575,8.25,8.25,5.5,2
93576,7,9.75,7.5,4.5
93577,7.25,9.5,7,4.75
93578,8,9.5,7.75,3.75
93579,8,8.75,8,2
93580,7.5,8.25,5.25,6
93581,8.25,7.75,6.5,3.5
93582,8,8,6,2.5
93583,7,9.5,8.25,6.5
93584,7,6.75,7,3.25
93585,7.75,8.5,7.25,6.25
93586,7.25,9.25,7.5,6.25
93587,6,4,5.25,4.25
93588,7.5,10,7.75,5
93589,7.25,8.75,5.5,4
93590,7.25,9.75,7.75,4.75
93591,8,9,6.75,5
93592,7.5,8.75,4,0.75
93593,8,6.5,7.5,3
93594,7.75,9.5,7.5,1.5
93595,7,8.25,7,4.25
93596,7.75,9.75,8,5.5
93597,6.25,7,6.75,2.75
93598,7.75,9,7,5
93599,7.75,9.75,9.25,6.5
93600,8,9.25,6,3
93601,6.5,8.75,5.5,3.5
93602,5.25,3.75,6.25,3.25
93603,6.75,9,7.75,5.5
93604,7.75,7.5,8.25,4.5
93605,7.75,7.25,4.5,5.25
93606,7.5,9.75,8,5.75
93607,8.25,7.75,5,0.5
93608,7.5,8.25,6.25,2.75
93609,7.75,8.75,7.5,4.75
93611,7.75,8,6.5,5.5
93612,8,10,8,6.75
93613,6.75,8.25,4,0.75
93614,7,8.5,8.5,3
93615,7.25,9.75,6.25,5.75
93616,6.5,9.25,8.75,2.25
93617,8.5,8.75,8.25,6.25
93618,8.75,8.25,7.25,5.75
93619,7.75,9.5,7.5,1.5
93620,7.5,8.5,7.25,4.5
93621,7.25,7.5,7,5.75
93622,7,8,7.25,5.5
93623,8,8,8.5,1.5
93624,7,8.75,8.5,6
93625,7.5,9.5,7.25,3.5
93627,8.25,8.75,8.25,4
93628,7.75,8,5.75,4
93629,7.75,7.5,7.25,4.75
93630,7.25,9.75,7.5,8
93631,7,6.75,6,4.25
93632,6.75,8.75,7.25,5.5
93634,7.5,9,7,6.75
93635,8,8.5,4.5,3.5
93636,7.75,9.5,4.25,2.5
93637,8.5,9.75,6.25,6
93638,8,9,7,4.75
93639,8,8.5,8,2.75
93641,8,7.5,6,3.25
93642,8.5,9.75,8.75,6
93643,7.75,9,7.25,6.25
93644,8.25,9.25,7.75,6.75
93645,6,8,5.5,1.25
93646,8,8.5,7,5.5
93647,8.25,8.5,7.25,0.5
93648,7.25,8.75,7,4.75
93649,8,8,8.5,4.5
93650,8,6.5,6.5,1.25
93651,8.5,9,7,4.5
93652,8.5,9.75,8.25,4
93653,7,6.75,6,0.75
93654,7.75,9,7.75,4.75
93655,8.25,9,7.25,6
93656,7.5,8.75,4,5.5
93657,7.25,9.5,6.75,3
93658,7.5,9,7.5,0.75
93659,7.25,8.25,7.75,2.75
93660,7.25,7.75,7.5,5.75
93661,7.75,9.75,7.75,3.75
93663,7.75,9.5,8,1.5
93664,8,6.75,4.25,3.25
93665,8.25,9.5,8,4.5
93666,8,9.5,6.5,8.5
93667,7.25,8.25,7.25,0.75
93668,7.5,9.75,7.25,0.25
93669,6.5,9,6.75,1.5
93670,6.75,9.25,6,1.75
93672,7.25,8.5,5.75,3.75
93673,7,9.75,8.25,10
93674,7,9.25,7.75,4
93675,8,9.5,7.25,8.75
93676,7,8.5,8,0.25
93678,7.5,9.5,7.25,10
93680,8,9.75,7.5,8
93681,7,8.25,7,4.25
93682,7.75,8.25,5,3
93683,7.25,8.75,5.5,9.75
93684,7.25,8.75,6.5,7
93685,7.25,10,7,8.25
93686,7.75,8.25,7,4.5
93687,7.5,9,7.25,7.25
93688,7.75,9.5,8,8.5
93689,8,9,7.75,8.5
93690,6.5,8.5,6.75,9.75
93691,5.75,9.5,6.5,7.5
93692,6.5,8.75,6.75,7.25
93693,7.5,9.5,7,7
93694,8,8.25,6,1
93695,8,10,8,8.25
93696,6.75,8.25,7.25,6.5
93697,7.25,9,5.25,1.25
93698,7.5,8.75,7.5,8.25
93699,7.25,10,8.5,7
93700,7.75,9.25,7.75,3.5
93701,8.25,9.75,8.5,0.5
93702,7.75,9.25,8.75,9.75
93704,8,9.25,8.75,6
93705,7.5,8,7.25,1
93706,6.5,7.5,4.75,5.5
93707,5.75,9.5,6,3.75
93709,6.25,8.25,7.25,3.75
93714,7.5,9.75,8,8.25
93715,7.5,10,8,6.5
93716,8.25,9.75,7,3
93718,7.25,9.75,9.5,9.25
93719,6,9,7.5,5
93720,6.5,8,7.25,0.25
93721,8.25,8.25,6.25,7.25
93722,7,9.25,8.75,9.75
93724,8.5,8.5,8.25,10
93725,8.5,8.75,6,8
93726,7.5,8.5,7.25,1
93727,8.25,9.5,7,8
93728,8.25,9.75,7.5,8
93729,8,8.75,7.75,9.75
93730,7,9.75,8,9.75
93731,6.75,9.75,7.25,3.5
93732,7.5,9.25,7.75,7.5
93733,8.5,8.25,7.75,7.25
93734,7.75,9.25,7.75,3.5
93735,7.25,9.25,8,8
93736,6.75,6.75,7.25,6.5
93737,7.5,8,7.25,2.75
93738,7.25,6.5,5.5,0.75
93739,7.75,9,8,0.75
93741,7,9.75,8,6.5
93742,8,9.5,6.75,2
93743,8,9.25,7.75,10
93744,8.25,9,8.5,7.25
93745,7.5,7.75,7,5.5
93746,7.25,10,5.5,0.25
93748,8.25,8.25,8.75,9.25
93749,7,7.5,6.75,6.75
93751,7.75,9.5,8,9
93752,7,8,6.25,7.75
93753,5.5,10,7.75,0.25
93754,8.25,8.25,8,8.5
93755,7.5,9.5,7.5,0.25
93756,6.5,9,8,5
93757,7.25,9.5,6.25,9
93758,8.5,9.75,8.25,9.25
93760,7.75,9,6.25,1.5
93761,7.25,8,6.5,8.25
93762,7.25,7,7.5,4.5
93764,5.75,9.75,6.5,7.25
93765,5.75,9,7.5,4
93766,7.5,8,5.75,3.5
93767,7,10,7.75,9.75
93768,7.25,10,7.75,8.5
93769,7.5,8.5,6,4.75
93770,7.75,9,7,7
93772,7.75,9.5,7.75,2.5
93773,7,8.75,6,8.5
93774,6.25,9.75,8,2.25
93776,7,8,7.25,3.5
93777,7.75,9,6.25,8
93778,7.75,10,7.25,9
93779,6.5,9,7.25,9.25
93780,8.25,8.25,8,9.75
93781,8.25,9.5,8.75,9.75
93783,8.25,9.25,7,4.25
93785,7,9.25,7.25,5.25
93786,7.5,9.5,7.25,0.75
93787,6.5,8,5.5,7.25
93788,8,8.25,7.25,2.75
93789,7.75,9.5,7.5,10
93790,5.75,8.5,2.75,4.5
93791,7.75,9.75,5,6.75
93792,7.25,7.75,8.75,7.5
93794,8,9,8.5,3.75
93795,6,9.5,5.25,0.25
93796,6.5,8.75,8,1
93797,6.75,7,7.5,0.5
93799,8,8.5,7.25,0.5
93800,7,9.5,8.5,2
93801,9,9,8.25,1.25
93802,8.5,8.5,5,1.25
93803,7.5,8.5,9,1
93804,8.5,9.25,8.25,3
93806,7.25,9.75,7.25,2.25
93807,8,9,8,2
93808,8,9.5,8.75,0.5
93809,8.25,8.5,8,0.25
93810,7,7.75,8.5,1.25
93811,8.5,9.5,8,1
93812,8.5,8.5,8.5,2.75
93813,7.25,9.25,8.25,1.25
93814,7.25,9.75,8.75,1.25
93815,7.25,8.25,7.25,2.75
93816,7,9.5,6.5,1.25
93817,8.5,9.75,8.25,1.5
93818,7.5,7.75,6,1.5
93819,6,8.75,8.5,1
93820,6,9.25,8.25,1.5
93822,7.75,7.5,7.5,1
93824,7,8.75,8.75,1.75
93826,6.25,7.75,6.75,1.25
93827,6.75,9,8.5,2.25
93828,8,7.75,8.5,3
93829,7.5,9.5,8.5,4.5
93831,8.25,8.75,8.25,3
93834,7,8.5,9.5,6.75
93835,6.75,8.5,8.25,5
93836,8.25,9.25,8.5,1
93838,7.25,6.5,8.5,2.25
93839,8.25,8.5,8,2.25
93840,7.25,9.25,7.5,3
93841,7.25,9.25,7.75,1.25
93842,8,7.5,7.5,4
93843,7.25,9.5,8,1.5
93844,7.25,8.5,8.75,0.5
93845,6.75,9.25,7.75,0.75
93847,7.75,9,8.75,6
93848,6.5,9.75,8.75,3.5
93849,8,9,8.25,0.5
93850,6.75,8.5,8.25,1.75
93852,7.5,8.5,8.25,1.5
93853,7.75,9.25,7.5,3.75
93855,7.5,9.75,8.75,5
93858,6.25,6.25,8.5,3.5
93860,6.5,6.25,5.75,2.75
93861,8.5,9.75,8.75,2
93862,6.25,6.5,4.25,1
93864,7.75,8.75,8.75,1.25
93865,6,6.75,8.25,1
93867,7.75,7.75,8.75,5
93868,8.75,9.25,7.75,1.75
93869,8,7,7.5,1.25
93870,7.75,9.25,8.75,2
93871,7.75,9.25,8.75,1.5
93872,7.5,9,8.25,0.25
93873,8,7,8.75,1.75
93874,7.75,9.75,8,3.5
93876,7.75,8.75,8.75,3
93877,7.75,9.25,8.5,0.5
93878,7.75,10,7,2
93879,7,8.75,8,0.5
93880,7,8.75,8.25,0.75
93883,8,9,8.25,2.75
93884,7,9.25,8.75,3
93885,6.25,8,7.25,0.75
93887,7.5,8,8.5,0.5
93888,8,9.5,8.5,4
93889,7,9.25,8,0.5
93890,8.25,10,7.75,4
93891,7.5,9.25,7.5,1.5
93892,5.75,8.75,9.25,2
93893,8,8.5,8.25,2.25
93896,6.75,8,8,1
93897,8.25,5.25,7,0.75
93898,8,9.75,7.5,1.25
93900,8.5,8.25,8,1.5
93901,6.5,10,7.5,0.75
93902,7.5,8.5,9.25,1.5
93903,7,9.5,9.25,4.25
93904,7,8.25,9.5,4.5
93905,7,9,9.5,4.5
93906,8.25,9.5,8.25,1
93908,8,9.75,7.5,2
93909,7.75,9.25,7.75,0.5
93911,6.5,9.25,8,0.5
93912,6.5,3.5,8.5,3.75
93913,5.75,8.5,7.25,3.25
93915,7.25,9,8.25,1
93916,7.75,9.25,9,0.75
93917,7,8.25,8.5,1.5
93919,8.25,7.75,8.75,4
93920,7.25,9.5,8,0.75
93922,8,8.25,6.75,0.75
93923,7.25,8.25,8.5,1.5
93924,8,8.75,8.5,3.25
93925,7.25,9.75,8.75,1
93926,7.5,9.25,8.75,1.5
93927,7.5,7.75,8.75,1.75
93928,8.25,9.75,6.75,0.5
93930,8.25,9,8.75,1.5
93931,6.25,8.25,7,1
93932,8.5,9.75,9,4.5
93933,8.5,8.75,7.75,4
93934,7,6,8.75,4
93935,9,10,8,1
93936,9,8.75,7.75,1.5
93937,6,9.25,7.25,2.25
93939,7.5,7.5,8,1.5
93940,7.5,8.5,7.75,1.5
93942,7.5,8.75,9.25,6
93943,6.25,8.5,6,1.5
93945,7.5,9.25,8.5,1.75
93946,7.25,8.75,7,3
93948,8.5,8.5,8,3.25
93949,7.75,9.25,9.25,4.25
93950,7.5,8.75,8.25,3.5
93951,7.25,7.25,6,2.5
93952,7.25,6.75,7.75,0.75
93954,8.25,9.75,9,5.25
93955,8,8.5,8.75,2.75
93957,7.25,9.25,9.75,3.5
93958,7,8.75,6.25,1.5
93959,7,8.75,8,0.75
93960,7.25,9.75,8.5,0.5
93961,7,9,8.75,2.75
93962,5.5,7.5,8,1
93963,7.25,10,8.75,5
93964,7.5,8.5,8.75,3
93965,8,9.5,7.75,1
93966,7.75,10,8.75,2
93967,8,8.5,9.25,3.75
93969,7.5,9.25,9.5,4
93971,7.5,7.75,8.75,3.5
93972,6.5,7,8,2.5
93973,7.5,7.5,8.75,2.25
93975,8.5,8.25,8.75,1
93976,8,8.75,6.75,0.75
93980,7,7.75,8,1.5
93981,8.25,10,8.75,3
93982,7.25,8.5,7.5,0.25
93983,8,7.5,8.5,1
93984,6.25,9.25,8.25,3.5
93985,7,8.25,9.25,2.5
93986,7.5,8,6.25,0.25
93987,6.75,7.75,8,3.5
93988,6.5,8.25,7.25,1
93989,8,7.5,7,0.75
93991,8,10,10,6
93992,7.25,8.75,8.5,0.75
93993,7.5,7.25,9.5,3.5
93994,7,8.25,6.75,1.5
93995,8.25,9.25,7.5,1.5
93996,7,8.5,8.25,6
93997,6,9,7.5,1
93998,8,9,8.25,1.75
93999,7.25,9.5,8,0.75
94000,8.25,8.25,8,0.5
94001,7.25,8.75,8.75,1
94002,8.5,9.5,9.25,3.5
94004,8,8,7.25,0.75
94006,7.5,9,8.25,5.25
94008,7.25,7.75,6.5,0.75
94009,8,6.5,8.75,3.5
94010,7.75,9.25,7,0.5
94011,8.25,8.5,6.75,1
94012,7.75,8.75,8.25,1.75
94014,7.75,9.25,7.75,0.25
94016,7.75,8,7.25,1.5
94017,7.75,9.5,8.5,2.75
94018,7.25,8.5,8,0.75
94019,8.5,8.25,9.25,6.75
94020,7.5,8.5,8,2.25
94022,7.75,9.75,8.5,2.75
94023,7.25,8.75,7.75,0.5
94025,5.75,8.5,8.5,0.5
94026,7,7.75,6.5,0.75
94027,6.5,7.5,7.75,1
94029,7,8.75,8.25,0.75
94030,7.25,7.75,9,3
94034,6.75,7.5,8.75,6
94035,8.25,9.75,8.75,3.5
94036,8.5,8.25,8.75,3
94037,7,9,8.25,2
94039,8,9.5,9,5
94040,7.5,7.75,7.25,1.75
94042,7,7.75,8.75,1.75
94043,7,7.75,8,1.25
94044,6.5,7,8.75,1
94045,8.25,9,7.25,1
94047,7.5,9,7.25,1
94048,8,7,6.75,0.75
94049,8,10,6.75,2.25
94051,8,9,8.5,3
94052,8.75,9.25,8,2
94053,8,8.5,7.25,2.25
94055,8,9.25,8.25,3
94056,8,9,7.75,1.25
94057,3.5,8.75,5.75,1
94058,9,8.75,8.25,1.75
94059,8,9.25,8.5,1.5
94060,7.75,8.5,8,2.25
94061,7.75,8.25,8.25,3
94062,8.25,9.5,3.5,0.25
94064,8.25,6.75,7.5,0.75
94069,7.75,8,8,3
94071,7.75,5.5,7.25,0.25
94072,7.75,8.25,7,1.25
94073,8.25,8,7.75,1
94074,7.25,7.25,9.5,2.25
94076,7.25,9.25,6.75,2
94077,7.5,7.75,7.75,3
94078,8.25,9.25,7.75,0.5
94079,7.5,7.25,7.75,1.25
94080,8.25,7.5,7.75,1
94081,7.25,9.5,9.25,4.5
94082,8.5,9.75,7.25,0.75
94083,7.25,9,8.25,5
94084,7,9,6.5,0.25
94085,7.5,8.5,7.25,0.75
94086,7,7.75,7.5,1.5
94087,8,8.75,6.75,2.5
94089,8.75,9.25,8.5,4
94091,5.5,6,5.5,0.25
94092,7.75,9.75,8,0.75
94094,7.25,7.25,7.25,3
94095,7.5,10,8.75,1.75
94096,7.75,9.25,8.75,2
94097,7.5,9.75,8.75,0.25
94098,8,9.5,8,3
94103,8.5,8,8,1.75
94104,7.75,10,8.5,0.25
94107,6.25,8,7.25,2.5
94108,7.25,9.25,8.75,4.5
94109,7.75,9.25,8.75,0.75
94110,8,9,7.5,2
94111,8.5,9.25,8.75,2.25
94112,8,9.25,8.5,1.5
94113,6.25,5.25,7,2
94114,7.75,9.25,8.75,2
94115,8,9.75,6.25,0.75
94116,7.5,8.75,6,0.5
94117,8.25,9.75,8.75,4.5
94118,8,9.25,8.75,3
94119,8.5,7.5,8.5,5.25
94120,7,8.75,8,2.5
94121,7.75,9.5,7,1.5
94122,7.25,8,8.5,2.25
94123,8,9.75,9.5,5.75
94124,5.75,7.25,6.5,3.5
94125,8.5,9.75,8.75,3
94126,8.25,8.75,8.75,0.25
94127,8,7.75,7.5,0.5
94128,7.25,9,8.5,3
94130,8,8,8.75,2.5
94131,8.5,8.75,8.5,1.5
94132,8,7,8,1.75
94133,7.75,8.5,7.25,2
94134,7.75,9,8.75,2
94136,7.75,8.25,8.5,2
94138,6.75,9.25,8.75,4.5
94139,7,7.25,7.75,2
94140,8.5,8,7.5,1
94141,6.75,7.5,8.5,1.25
94142,8.75,9.25,8.5,1
94143,7.75,9,7.25,0.5
94144,7,9.5,10,7
94146,8,9.5,7.75,0.5
94147,8,9,7,1.75
94148,7.25,9,7.75,0.5
94149,8.75,9.25,7,0.5
94150,7.5,9,8.75,5.25
94151,7.5,8.75,5.5,2.75
94153,8,9.75,8.5,2.5
94154,6.75,7,6.75,1.5
94156,5.5,6.25,8,3.25
94157,7.5,8.5,8.75,2
94158,7.5,9.75,7.5,0.25
94159,8,9,7.5,2.75
94160,7.5,9.75,9,6.75
94161,7.5,8.75,7.5,1
94162,7.25,10,8.75,5.5
94165,7.75,7.25,8.75,1
94166,6.25,5,8.25,3
94168,7.75,7.5,6.5,0.5
94169,5.5,8,7.5,2.75
94170,8.25,8,7.5,0.5
94171,8.75,9.25,8,5.25
94172,6.75,5.5,7.25,1
94174,7,8.25,9.25,7
94175,6.5,5,8.5,1.75
94176,4.75,8.5,7.5,1.25
94178,8.5,9.5,8.25,3.25
94181,8,7.5,8.75,4
94182,7.5,9.25,9.25,6.5
94183,6.25,6,7.25,1.75
94184,7.25,8.5,10,4
94187,8.25,9,7.5,1
94188,7.25,5,7.25,0.5
94189,7.5,8.75,8.5,0.5
94191,6,8.75,8,2.5
94192,8,9.25,8,0.25
94193,8,7.75,8.75,1.75
94194,6.75,6.25,7.75,3
94195,5.25,8,6,0.25
94196,7.5,8,6.75,1
94197,8,6.5,8,2.5
94198,8,7.5,8.5,6
94199,7.25,9,5.5,1
94200,7.25,9.5,8.75,1.5
94201,7.75,9.25,8,2.5
94202,7.5,6.75,6.5,0.25
94203,7,8.25,7.5,2
94204,7.75,9.75,8.75,1
94205,7.75,6.5,3.25,0.75
94206,8,8.5,7.75,4
94207,8,9.75,8,5
94208,8.25,8.5,7.5,0.25
94209,8,8.25,8,3.5
94210,7,9,8.5,2.25
94214,6.75,8.75,7,3.5
94216,7.5,9.25,8.75,3
94217,7.5,8.25,5.75,0.75
94218,7.25,9.25,8.75,0.5
94219,7,8.75,8.25,2.75
94220,7.75,8.75,9,5.25
94221,7,5.75,6.5,1.25
94222,7.75,8.5,8.5,4
94223,7.5,8.25,8.75,2.25
94224,6.75,9,8.75,3
94225,7,8.75,7.5,2
94226,7.75,9.75,7.75,3
94227,7.25,7.25,6.5,3
94228,8,8.5,8.75,0.75
94229,7.25,8.25,9.75,6.25
94230,7.5,9.5,7.5,6.25
94231,6.5,8.25,7.25,1.5
94232,7,8,8.75,4.25
94233,8.5,9.25,8.75,3
94235,7,7.75,6.75,0.5
94236,7.75,8.75,8.75,1
94238,6.25,7.25,8,3.5
94239,8,8.75,8.5,3.5
94240,8,10,8.5,2.5
94241,7.75,9,7.25,2
94243,7.25,8.75,8.75,3.75
94244,7.25,9.75,8,1.5
94245,5.5,6.75,6.5,0.25
94246,7.5,9.5,5.5,0.5
94247,6.5,7.25,7.25,0.5
94248,6.5,8.25,8.5,1
94249,6.5,7.75,6.75,3.5
94251,7.75,8.75,8.75,3.75
94252,7.25,7.75,9,4.75
94253,8.5,8,8.75,2.25
94254,8.5,9,7.75,1.25
94256,7,9.25,7,3.75
94257,8,8.75,7.25,1.75
94259,8,9.5,9.25,5.75
94260,6.75,8.5,9.5,5.25
94261,7.5,9.25,8.75,2.25
94263,8,9,8.75,2
94264,7,7.75,7.75,1.5
94265,8.5,9,8.25,0.25
94266,8.25,8.5,8.5,2.25
94267,8,8.25,8,1.25
94268,7.25,6.25,8.5,3.25
94269,6.5,9,8.75,2.5
94270,8.5,9.75,8,1
94271,6.75,7.25,7.25,0.25
94272,7,7.25,8.75,0.5
94273,6.75,5.5,5.5,0.25
94275,7.5,8.5,7,3.25
94276,7.75,8,6.5,6.75
94277,7.25,7,6,3.5
94278,7.75,9.75,6,7
94279,8,9,8,4.75
94280,8,9.25,7.75,5.5
94281,7.75,8.5,6.75,5
94282,7.5,9,7.75,5
94283,7.25,8.5,6.25,5.5
94284,7.5,9.25,7.25,7.25
94285,8,9,8,5
94286,7.5,9.75,7,4.5
94287,8,9.25,7.5,5.25
94288,8.5,8.5,7.25,6.5
94289,8,9.25,7,6.5
94290,8,8.5,7.75,5
94291,7.5,9.25,7.25,5.5
94292,8.5,9.25,8.25,5.5
94293,7.75,7.5,6.5,4
94294,7.25,9.5,6.25,5.25
94295,8,7,6.75,6
94296,8.25,8.25,6.25,6
94297,8,9.5,6.5,4.75
94298,7.75,7.25,7.25,6
94299,7,8.25,6.25,5
94300,7.75,7.25,6.5,4.5
94301,8.25,9,8,5
94302,8,8.25,7.5,4.5
94303,7.25,8.5,5,4
94304,7.25,8.25,4.5,4
94305,7.75,7,5.25,6
94306,8.5,8.5,7.25,7
94307,8.25,8.25,7.75,7
94308,8,9.75,7.75,6.75
94309,8.25,9.25,9,7.75
94310,8.75,9.25,8.5,6.75
94311,8,8,7,5
94312,7.25,7.75,7.75,4
94313,8.25,10,5.5,5
94314,7.5,7.5,6.5,4
94315,8.5,9.5,8.25,6.25
94316,7.5,6.75,6.5,4.75
94317,7.75,5.75,7.75,6.25
94318,8.5,8.25,6.75,6
94319,7.5,4.75,5.5,4
94320,8.5,7.25,7.25,7.25
94321,7.75,9.75,6.75,6
94322,8.25,5.25,6.75,4
94323,8.25,9,8,4.75
94324,8,8,6.75,6.25
94325,7.5,8.5,7.25,5.5
94326,7.75,8.75,5,5
94327,8,9.25,8,3.5
94328,7.75,9.5,7,5.5
94329,7.75,9.25,7.75,3.5
94330,8.5,8.25,8,6.5
94331,7.75,8.5,6.5,4
94332,8,9.25,7.75,6.75
94333,7.5,9.5,5.25,5
94334,7.5,7.5,7,5
94335,8.5,9.5,7,5
94336,6.25,9.25,7.75,5.75
94337,7.75,10,8.25,6.5
94338,7.5,8.5,4.25,5.5
94339,7.5,8,6,4.5
94340,6.75,8.75,8,6.75
94341,7,6.75,7,4.5
94342,7.75,7.75,8,7.75
94343,8,7.5,8,6.25
94344,8.5,9.25,8,6.75
94345,8.25,8.25,7.25,6
94346,8.5,7.75,6.5,6.25
94347,7.25,8.5,6.5,6
94349,7.5,8.75,7.75,6
94350,7.5,7.5,4.75,6
94351,8.25,8.5,4.75,7.25
94352,8.5,9,7,7
94353,7.75,8,7,4.75
94354,7.25,7.25,7.5,2.5
94355,8,9,8,4.5
94356,8.5,6.5,7.25,6.25
94357,8.75,8,6,7
94358,7.25,9.75,6,5.25
94359,8,7,6,6.75
94360,7.5,8.75,7.25,6
94361,8.25,8.5,6.5,6
94362,8.5,9,8,5.25
94363,8,8.25,6,7.5
94364,8.25,9,5,6.5
94365,7.5,9,6.25,5
94366,8.25,7,7,6.75
94367,7.75,9,6.25,6
94369,7,8.5,6.5,3
94370,8,9,7,4.5
94371,8.25,8.5,7.25,6
94372,8.25,9,7,6.75
94373,7.75,7.5,7.25,6.5
94374,8,7.5,6,4.75
94376,8.5,9.75,6.5,6.75
94377,7.75,8.75,7.25,6
94378,8.5,9,7.5,5.25
94379,8,6.5,5.5,0.25
94380,7.5,7.25,6.25,4
94381,8,9.25,6,6.5
94382,8.5,9,6.5,6.5
94383,6.75,6.25,6,6
94384,6.5,8.25,7.5,5.25
94385,7,9.75,7.25,5
94386,8.25,7.25,6,5.75
94387,7.75,9,7.5,5.5
94388,7.5,8.75,7.75,5.75
94389,7,6.5,6,4.75
94390,6.5,7.5,4.5,6.5
94391,8,8,7.25,5
94392,7,7,7.75,5
94393,7.75,9.25,5.5,6
94394,7.75,8.25,6.5,6
94395,7.25,7.5,7.75,5.25
94396,7,10,8,5
94397,7.5,8.5,6,6.25
94398,7.75,9.25,6.75,6.25
94399,7.75,9.5,5.5,5.75
94400,8.25,9,7,5.5
94401,7,7.5,6.25,4.75
94402,7.5,8.75,6,5.25
94403,6.75,8.75,6.25,5.75
94404,7.25,8,4.25,5.5
94405,7.25,9,5.5,5
94406,7.25,8.25,6,2.5
94407,6.75,9.5,6,5.5
94408,7.75,8.5,4.5,4.25
94409,8,6.75,6.5,6.5
94410,8.5,7.75,7,6.25
94411,8,9.25,6,6.5
94412,8,8,7.25,3.75
94413,7.5,9,5.5,5
94414,8.25,9,7.25,5.25
94415,8.25,7.75,6,5
94416,8,7.75,7,5
